variable_name,dataset,description,data_type,units,value_encoding,n_codes,dbgap_variable_id,dbgap_study
mcv925,MESA_Exam5Main,MINNESOTA CODE 92 SCORE: V LEADGROUP,STRING,,,,phv00176482.v1,phs000209.v13
medcare5,MESA_Exam5Main,WHERE DO YOU GO FOR MEDICAL CARE,NUMERIC,,1=DOCTOR'S OFFICE OR CLINIC|2=HOSPITAL EMERGENCY ROOM|3=OTHER,3,phv00176850.v1,phs000209.v13
menper5,MESA_Exam5Main,MENSTRUAL PERIOD IN THE PAST 12 MONTHS,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW / UNKNOWN,3,phv00176740.v1,phs000209.v13
metsyn5c,MESA_Exam5Main,"METABOLIC SYNDROME, NCEP GUIDELINES",NUMERIC,,,,phv00176019.v1,phs000209.v13
mhrdyr25,MESA_Exam5Main,Q4B) HOW MANY DAYS ARE THERE IN A YEAR?,NUMERIC,,0=ERROR / REFUSED|2=CORRECT|9=NOT ATT / DISABLED,3,phv00176080.v1,phs000209.v13
mhrdyr5,MESA_Exam5Main,Q4A) HOW MANY MINUTES ARE THERE IN AN HOUR?,NUMERIC,,0=ERROR / REFUSED|2=CORRECT|9=NOT ATT / DISABLED,3,phv00176079.v1,phs000209.v13
minor105,MESA_Exam5Main,FREQUENT VENTRICULAR PREMATURE BEATS,STRING,,,,phv00176526.v1,phs000209.v13
minor11a5,MESA_Exam5Main,P-R INTERVAL > .22 SEC,STRING,,,,phv00176527.v1,phs000209.v13
minor11b5,MESA_Exam5Main,ONE OF THE FOLLOWING: FREQUENT ATRIAL OR JUNCTIONAL PREMATURE BEATS <OR> WANDERING ATRIAL PACEMAKER <OR> FREQUENT ATRIAL OR VENTRICULAR PREMATURE BEATS AND WANDERING ATRIAL PACEMAKER,STRING,,,,phv00176528.v1,phs000209.v13
minor11c5,MESA_Exam5Main,SUPRAVENTRICULAR RHYTHM,STRING,,,,phv00176529.v1,phs000209.v13
minor11d5,MESA_Exam5Main,SINUS TACHYCARDIA,STRING,,,,phv00176530.v1,phs000209.v13
minor11e5,MESA_Exam5Main,SINUS BRADYCARDIA,STRING,,,,phv00176531.v1,phs000209.v13
minor11f5,MESA_Exam5Main,LOW QRS AMPLITUDE,STRING,,,,phv00176532.v1,phs000209.v13
minor11g5,MESA_Exam5Main,P-WAVE AMPLITUDE HIGH,STRING,,,,phv00176533.v1,phs000209.v13
minor15,MESA_Exam5Main,"MINOR ISOLATED Q,QS WAVES",STRING,,,,phv00176514.v1,phs000209.v13
minor25,MESA_Exam5Main,"MINOR ISOLATED ST,T ABNORMALITIES",STRING,,,,phv00176515.v1,phs000209.v13
minor35,MESA_Exam5Main,HIGH R WAVES,STRING,,,,phv00176516.v1,phs000209.v13
minor4f5,MESA_Exam5Main,"ST SEGMENT ELEVATION, POSTERIOR SITE",STRING,,,,phv00176518.v1,phs000209.v13
minor4l5,MESA_Exam5Main,"ST SEGMENT ELEVATION,  ANTEROLATERAL SITE",STRING,,,,phv00176517.v1,phs000209.v13
minor4v5,MESA_Exam5Main,"ST SEGMENT ELEVATION, ANTERIOR SITE",STRING,,,,phv00176519.v1,phs000209.v13
minor5l5,MESA_Exam5Main,INCOMPLETE RBBB,STRING,,,,phv00176520.v1,phs000209.v13
minor5r5,MESA_Exam5Main,INCOMPLETE LBBB,STRING,,,,phv00176521.v1,phs000209.v13
minor65,MESA_Exam5Main,"MINOR QT PROLONGATION, QTi >=112%",STRING,,,,phv00176522.v1,phs000209.v13
minor75,MESA_Exam5Main,SHORT PR,STRING,,,,phv00176523.v1,phs000209.v13
minor85,MESA_Exam5Main,LEFT AXIS DEVIATION,STRING,,,,phv00176524.v1,phs000209.v13
minor95,MESA_Exam5Main,RIGHT AXIS DEVIATION,STRING,,,,phv00176525.v1,phs000209.v13
mintcpt5,MESA_Exam5Main,NEW PHANTOM DATA-CALIBRATION LINE INTERCEPT,NUMERIC,,,,phv00176225.v1,phs000209.v13
mlad5,MESA_Exam5Main,CAC ARTERIAL MASS--LAD,NUMERIC,,,,phv00176198.v1,phs000209.v13
mlft5,MESA_Exam5Main,CAC ARTERIAL MASS--LEFT,NUMERIC,,,,phv00176197.v1,phs000209.v13
mlpd5c,MESA_Exam5Main,MISCELLANEOUS LIPID-LOWERING DRUGS,NUMERIC,,0=NO|1=YES,2,phv00176797.v1,phs000209.v13
mmflag5c,MESA_Exam5Main,ANY MAJOR OR MINOR ECG ABNORMALITIES PER MINNESOTA CODE,NUMERIC,,0=NORMAL (NO MAJOR OR MINOR)|1=MINOR (MINOR WITH NO MAJOR)|2=MAJOR (MAJOR WITH POSSIBLE MINOR ABNORMALITIES),3,phv00218157.v1,phs000209.v13
mnstavf5,MESA_Exam5Main,"MINIMUM OF STJ,STM, STE AMPLITUDES, LEAD AVF (uV)",NUMERIC,uV,,,phv00176597.v1,phs000209.v13
mnstavl5,MESA_Exam5Main,"MINIMUM OF STJ,STM, STE AMPLITUDES, LEAD AVL (uV)",NUMERIC,uV,,,phv00176598.v1,phs000209.v13
mnstavr5,MESA_Exam5Main,"MINIMUM OF STJ,STM, STE AMPLITUDES, LEAD AVR (uV)",NUMERIC,uV,,,phv00176599.v1,phs000209.v13
mnsti5,MESA_Exam5Main,"MINIMUM OF STJ,STM, STE AMPLITUDES, LEAD I (uV)",NUMERIC,uV,,,phv00176600.v1,phs000209.v13
mnstii5,MESA_Exam5Main,"MINIMUM OF STJ,STM, STE AMPLITUDES, LEAD II (uV)",NUMERIC,uV,,,phv00176601.v1,phs000209.v13
mnstiii5,MESA_Exam5Main,"MINIMUM OF STJ,STM, STE AMPLITUDES, LEAD III (uV)",NUMERIC,uV,,,phv00176602.v1,phs000209.v13
mnstv15,MESA_Exam5Main,"MINIMUM OF STJ,STM, STE AMPLITUDES, LEAD V1 (uV)",NUMERIC,uV,,,phv00176603.v1,phs000209.v13
mnstv25,MESA_Exam5Main,"MINIMUM OF STJ,STM, STE AMPLITUDES, LEAD V2 (uV)",NUMERIC,uV,,,phv00176604.v1,phs000209.v13
mnstv35,MESA_Exam5Main,"MINIMUM OF STJ,STM, STE AMPLITUDES, LEAD V3 (uV)",NUMERIC,uV,,,phv00176605.v1,phs000209.v13
mnstv45,MESA_Exam5Main,"MINIMUM OF STJ,STM, STE AMPLITUDES, LEAD V4 (uV)",NUMERIC,uV,,,phv00176606.v1,phs000209.v13
mnstv55,MESA_Exam5Main,"MINIMUM OF STJ,STM, STE AMPLITUDES, LEAD V5 (uV)",NUMERIC,uV,,,phv00176607.v1,phs000209.v13
mnstv65,MESA_Exam5Main,"MINIMUM OF STJ,STM, STE AMPLITUDES, LEAD V6 (uV)",NUMERIC,uV,,,phv00176608.v1,phs000209.v13
month5,MESA_Exam5Main,MONTH OF EXAM 5,NUMERIC,,1=JANUARY|2=FEBRUARY|3=MARCH|4=APRIL|5=MAY|6=JUNE|7=JULY|8=AUGUST|9=SEPTEMBER|10=OCTOBER|11=NOVEMBER|12=DECEMBER,12,phv00176014.v1,phs000209.v13
mriage5,MESA_Exam5Main,AGE AT EXAM 5 MRI,NUMERIC,,,,phv00176846.v1,phs000209.v13
mriprot5,MESA_Exam5Main,MRI PROTOCOL,NUMERIC,,1=MESA|2=COPD,2,phv00176843.v1,phs000209.v13
mrt5,MESA_Exam5Main,CAC ARTERIAL MASS--RIGHT,NUMERIC,,,,phv00176200.v1,phs000209.v13
mslope5,MESA_Exam5Main,NEW PHANTOM DATA-CALIBRATION LINE SLOPE,NUMERIC,,,,phv00176224.v1,phs000209.v13
msv5,MESA_Exam5Main,CARDIAC CT RADIATION EXPOSURE (MSV),NUMERIC,mSv,,,phv00176210.v1,phs000209.v13
mtchqlt5,MESA_Exam5Main,DISTENS: MATCHING QLTY,STRING,,,,phv00177184.v1,phs000209.v13
mtsy035c,MESA_Exam5Main,METABOLIC SYNDROME BY UPDATED NCEP GUIDELINES (CIRCULATION 2004;109;433-438),NUMERIC,,0=NO|1=YES,2,phv00176024.v1,phs000209.v13
multstk5,MESA_Exam5Main,TRAUMATIC: MULTIPLE STICKS,NUMERIC,,0=NO|1=YES,2,phv00176899.v1,phs000209.v13
mxravl5,MESA_Exam5Main,MAXIMUM OF R AMPLITUDE,NUMERIC,,,,phv00176317.v1,phs000209.v13
mxsavl5,MESA_Exam5Main,MAXIMUM OF S AMPLITUDE,NUMERIC,,,,phv00176318.v1,phs000209.v13
mxstavf5,MESA_Exam5Main,"MAXIMUM OF STJ,STM, STE AMPLITUDES, LEAD AVF (uV)",NUMERIC,uV,,,phv00176585.v1,phs000209.v13
mxstavl5,MESA_Exam5Main,"MAXIMUM OF STJ,STM, STE AMPLITUDES, LEAD AVL (uV)",NUMERIC,uV,,,phv00176586.v1,phs000209.v13
mxstavr5,MESA_Exam5Main,"MAXIMUM OF STJ,STM, STE AMPLITUDES, LEAD AVR (uV)",NUMERIC,uV,,,phv00176587.v1,phs000209.v13
mxsti5,MESA_Exam5Main,"MAXIMUM OF STJ,STM, STE AMPLITUDES, LEAD I (uV)",NUMERIC,uV,,,phv00176588.v1,phs000209.v13
mxstii5,MESA_Exam5Main,"MAXIMUM OF STJ,STM, STE AMPLITUDES, LEAD II (uV)",NUMERIC,uV,,,phv00176589.v1,phs000209.v13
mxstiii5,MESA_Exam5Main,"MAXIMUM OF STJ,STM, STE AMPLITUDES, LEAD III (uV)",NUMERIC,uV,,,phv00176590.v1,phs000209.v13
mxstv15,MESA_Exam5Main,"MAXIMUM OF STJ,STM, STE AMPLITUDES, LEAD V1 (uV)",NUMERIC,uV,,,phv00176591.v1,phs000209.v13
mxstv25,MESA_Exam5Main,"MAXIMUM OF STJ,STM, STE AMPLITUDES, LEAD V2 (uV)",NUMERIC,uV,,,phv00176592.v1,phs000209.v13
mxstv35,MESA_Exam5Main,"MAXIMUM OF STJ,STM, STE AMPLITUDES, LEAD V3 (uV)",NUMERIC,uV,,,phv00176593.v1,phs000209.v13
mxstv45,MESA_Exam5Main,"MAXIMUM OF STJ,STM, STE AMPLITUDES, LEAD V4 (uV)",NUMERIC,uV,,,phv00176594.v1,phs000209.v13
mxstv55,MESA_Exam5Main,"MAXIMUM OF STJ,STM, STE AMPLITUDES, LEAD V5 (uV)",NUMERIC,uV,,,phv00176595.v1,phs000209.v13
mxstv65,MESA_Exam5Main,"MAXIMUM OF STJ,STM, STE AMPLITUDES, LEAD V6 (uV)",NUMERIC,uV,,,phv00176596.v1,phs000209.v13
myoscar5,MESA_Exam5Main,MYOCARDIAL SCAR (VISUAL ASSESSMENT OF ANY SIZE) USING LATE GAD ENHANCEMENT IMAGES,NUMERIC,,0=NO|1=YES|9=N/A (NO GADOLINIUM),3,phv00176844.v1,phs000209.v13
nattr5,MESA_Exam5Main,NEIGHBORHOOD IS ATTRACTIVE,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176630.v1,phs000209.v13
ncs005,MESA_Exam5Main,"NO SUPPRESSION CODES, BY SOFTWARE",STRING,,,,phv00176319.v1,phs000209.v13
ncs015,MESA_Exam5Main,"ECG NOT AVAILABLE, BY SOFTWARE",STRING,,,,phv00176320.v1,phs000209.v13
ncs025,MESA_Exam5Main,"INADEQUATE QUALITY OR MISSING LEADS, BY SOFTWARE",STRING,,,,phv00176321.v1,phs000209.v13
ncs03a5,MESA_Exam5Main,"LEAD CONNECTION INTERCHANGE, BY SOFTWARE",STRING,,,,phv00176327.v1,phs000209.v13
ncs03b5,MESA_Exam5Main,"LEAD CONNECTION INTERCHANGE, BY SOFTWARE",STRING,,,,phv00176328.v1,phs000209.v13
ncs045,MESA_Exam5Main,"QRS >= 120, BY SOFTWARE",STRING,,,,phv00176322.v1,phs000209.v13
ncs055,MESA_Exam5Main,"ATRIAL FIBRILLATION OR FLUTTER, BY SOFTWARE",STRING,,,,phv00176323.v1,phs000209.v13
ncs065,MESA_Exam5Main,"VENTRICULAR OR DUAL-CHAMBER PACEMAKER, BY SOFTWARE",STRING,,,,phv00176324.v1,phs000209.v13
ncs075,MESA_Exam5Main,"OTHER SUPPRESSION CODES, BY SOFTWARE",STRING,,,,phv00176325.v1,phs000209.v13
ncs085,MESA_Exam5Main,"UNCERTAIN P WAVE DETECTION, BY SOFTWARE",STRING,,,,phv00176326.v1,phs000209.v13
ncs105,MESA_Exam5Main,"BASIC SINUS RHYTHM, BY SOFTWARE",STRING,,,,phv00176329.v1,phs000209.v13
ncsp105,MESA_Exam5Main,NOVACODE PREVALENT CODE 10: SOFTWARE,STRING,,,,phv00176406.v1,phs000209.v13
ncsp25,MESA_Exam5Main,NOVACODE PREVALENT CODE 2: SOFTWARE,STRING,,,,phv00176398.v1,phs000209.v13
ncsp35,MESA_Exam5Main,NOVACODE PREVALENT CODE 3: SOFTWARE,STRING,,,,phv00176399.v1,phs000209.v13
ncsp45,MESA_Exam5Main,NOVACODE PREVALENT CODE 4: SOFTWARE,STRING,,,,phv00176400.v1,phs000209.v13
ncsp55,MESA_Exam5Main,NOVACODE PREVALENT CODE 5: SOFTWARE,STRING,,,,phv00176401.v1,phs000209.v13
ncsp65,MESA_Exam5Main,NOVACODE PREVALENT CODE 6: SOFTWARE,STRING,,,,phv00176402.v1,phs000209.v13
ncsp75,MESA_Exam5Main,NOVACODE PREVALENT CODE 7: SOFTWARE,STRING,,,,phv00176403.v1,phs000209.v13
ncsp85,MESA_Exam5Main,NOVACODE PREVALENT CODE 8: SOFTWARE,STRING,,,,phv00176404.v1,phs000209.v13
ncsp95,MESA_Exam5Main,NOVACODE PREVALENT CODE 9: SOFTWARE,STRING,,,,phv00176405.v1,phs000209.v13
ncvf005,MESA_Exam5Main,"NO SUPPRESSION CODES, BY VISUAL FLAG",STRING,,,,phv00176330.v1,phs000209.v13
ncvf015,MESA_Exam5Main,"ECG NOT AVAILABLE, BY VISUAL FLAG",STRING,,,,phv00176331.v1,phs000209.v13
ncvf025,MESA_Exam5Main,"INADEQUATE QUALITY OR MISSING LEADS, BY VISUAL FLAG",STRING,,,,phv00176332.v1,phs000209.v13
ncvf03a5,MESA_Exam5Main,"LEAD CONNECTION INTERCHANGE, BY VISUAL FLAG",STRING,,,,phv00176338.v1,phs000209.v13
ncvf03b5,MESA_Exam5Main,"LEAD CONNECTION INTERCHANGE, BY VISUAL FLAG",STRING,,,,phv00176339.v1,phs000209.v13
ncvf045,MESA_Exam5Main,"QRS >= 120, BY VISUAL FLAG",STRING,,,,phv00176333.v1,phs000209.v13
ncvf055,MESA_Exam5Main,"ATRIAL FIBRILLATION OR FLUTTER, BY VISUAL FLAG",STRING,,,,phv00176334.v1,phs000209.v13
ncvf065,MESA_Exam5Main,"VENTRICULAR OR DUAL-CHAMBER PACEMAKER, BY VISUAL FLAG",STRING,,,,phv00176335.v1,phs000209.v13
ncvf075,MESA_Exam5Main,"OTHER SUPPRESSION CODES, BY VISUAL FLAG",STRING,,,,phv00176336.v1,phs000209.v13
ncvf085,MESA_Exam5Main,"UNCERTAIN P WAVE DETECTION, BY VISUAL FLAG",STRING,,,,phv00176337.v1,phs000209.v13
ncvf105,MESA_Exam5Main,"BASIC SINUS RHYTHM, BY VISUAL FLAG",STRING,,,,phv00176340.v1,phs000209.v13
ncvf10s115,MESA_Exam5Main,"WITH ATRIAL BEGEMENY, BY VISUAL FLAG",STRING,,,,phv00176352.v1,phs000209.v13
ncvf10s11c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176353.v1,phs000209.v13
ncvf10s125,MESA_Exam5Main,"WITH ATRIAL TRIGEMENY, BY VISUAL FLAG",STRING,,,,phv00176354.v1,phs000209.v13
ncvf10s12c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176355.v1,phs000209.v13
ncvf10s15,MESA_Exam5Main,"SUPPLEMENTAL ECTOPIC SUPRAVENTRICULAR COMPLEXES, BY VISUAL FLAG",STRING,,,,phv00176350.v1,phs000209.v13
ncvf10s1c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176351.v1,phs000209.v13
ncvf10s25,MESA_Exam5Main,"SUPPLEMENTAL ABERRANT SUPRAVENTRICULAR COMPLEXES, BY VISUAL FLAG",STRING,,,,phv00176356.v1,phs000209.v13
ncvf10s2c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176357.v1,phs000209.v13
ncvf10s315,MESA_Exam5Main,WITH A DOUBLET OF COMPLEXES,STRING,,,,phv00176360.v1,phs000209.v13
ncvf10s31c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176361.v1,phs000209.v13
ncvf10s325,MESA_Exam5Main,COALESCENT VENTRICULAR ECTOPIC COMPLEXES,STRING,,,,phv00176362.v1,phs000209.v13
ncvf10s32c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176363.v1,phs000209.v13
ncvf10s335,MESA_Exam5Main,POLYMORPHIC VENTRICULAR ECTOPIC COMPLEXES,STRING,,,,phv00176364.v1,phs000209.v13
ncvf10s33c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176365.v1,phs000209.v13
ncvf10s345,MESA_Exam5Main,VENTRICULAR BIGEMENY,STRING,,,,phv00176366.v1,phs000209.v13
ncvf10s34c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176367.v1,phs000209.v13
ncvf10s35,MESA_Exam5Main,"SUPPLEMENTAL ECTOPIC VENTRICULAR COMPLEXES, BY VISUAL FLAG",STRING,,,,phv00176358.v1,phs000209.v13
ncvf10s355,MESA_Exam5Main,VENTRICULAR TRIGEMENY,STRING,,,,phv00176368.v1,phs000209.v13
ncvf10s35c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176369.v1,phs000209.v13
ncvf10s3c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176359.v1,phs000209.v13
ncvf10s45,MESA_Exam5Main,WITH PAUSE (POSSIBLE SINOATRIAL ARREST OR BLOCK),STRING,,,,phv00176370.v1,phs000209.v13
ncvf10s4c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176371.v1,phs000209.v13
ncvf10s55,MESA_Exam5Main,WITH REDUCED HEART RATE VARIABILITY,STRING,,,,phv00176372.v1,phs000209.v13
ncvf10s5c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176373.v1,phs000209.v13
ncvf10s65,MESA_Exam5Main,WITH INCREASED HEART RATE VARIABILITY,STRING,,,,phv00176374.v1,phs000209.v13
ncvf10s6c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176375.v1,phs000209.v13
ncvf115,MESA_Exam5Main,"WANDERING ATRIAL PACEMAKER, BY VISUAL FLAG",STRING,,,,phv00176341.v1,phs000209.v13
ncvf125,MESA_Exam5Main,"JUNCTIONAL RHYTHM, BY VISUAL FLAG",STRING,,,,phv00176342.v1,phs000209.v13
ncvf135,MESA_Exam5Main,"ECTOPIC ATRIAL RHYTHM, BY VISUAL FLAG",STRING,,,,phv00176343.v1,phs000209.v13
ncvf13s75,MESA_Exam5Main,PROBABLY LEFT ATRIAL ECTOPIC FOCUS,STRING,,,,phv00176376.v1,phs000209.v13
ncvf13s7c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176377.v1,phs000209.v13
ncvf13s85,MESA_Exam5Main,PROBABLY RIGHT ATRIAL ECTOPIC FOCUS,STRING,,,,phv00176378.v1,phs000209.v13
ncvf13s8c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176379.v1,phs000209.v13
ncvf145,MESA_Exam5Main,"SUPRAVENTRICULAR OR NARROW QRS TACHYCARDIA, BY VISUAL FLAG",STRING,,,,phv00176344.v1,phs000209.v13
ncvf151s105,MESA_Exam5Main,WITH AV DISSOCIATION,STRING,,,,phv00176382.v1,phs000209.v13
ncvf151s10c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176383.v1,phs000209.v13
ncvf151s115,MESA_Exam5Main,WITH VARIABLE AV CONDUCTION,STRING,,,,phv00176384.v1,phs000209.v13
ncvf151s11c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176385.v1,phs000209.v13
ncvf151s95,MESA_Exam5Main,WITH DOMINATE AV CONDUTION RATIO,STRING,,,,phv00176380.v1,phs000209.v13
ncvf151s9c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176381.v1,phs000209.v13
ncvf153s125,MESA_Exam5Main,WITH AV DISSOCIATION AND JUNCTIONAL RHYTHM,STRING,,,,phv00176386.v1,phs000209.v13
ncvf153s12c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176387.v1,phs000209.v13
ncvf153s135,MESA_Exam5Main,WITH SLOW VENTRICULAR RESPONSE,STRING,,,,phv00176388.v1,phs000209.v13
ncvf153s13c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176389.v1,phs000209.v13
ncvf153s145,MESA_Exam5Main,WITH RAPID VENTRICULAR RESPONSE,STRING,,,,phv00176390.v1,phs000209.v13
ncvf153s14c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176391.v1,phs000209.v13
ncvf155,MESA_Exam5Main,"ATRIAL FLUTTER OR FIBRILLATION, BY VISUAL FLAG",STRING,,,,phv00176345.v1,phs000209.v13
ncvf165,MESA_Exam5Main,"ELECTRONIC PACEMAKER, BY VISUAL FLAG",STRING,,,,phv00176346.v1,phs000209.v13
ncvf175,MESA_Exam5Main,"VENTRICULAR TACHYCARDIA, BY VISUAL FLAG",STRING,,,,phv00176347.v1,phs000209.v13
ncvf185,MESA_Exam5Main,"OTHER ABNORMAL RHYTHM CLASSIFICATIONS, BY VISUAL FLAG",STRING,,,,phv00176348.v1,phs000209.v13
ncvf195,MESA_Exam5Main,"INDETERMINATE ABNORMAL RHYTHM CLASSIFICATIONS, BY VISUAL FLAG",STRING,,,,phv00176349.v1,phs000209.v13
ncvf23s155,MESA_Exam5Main,WITH NARROW QRS COMPLEX,STRING,,,,phv00176392.v1,phs000209.v13
ncvf23s15c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176393.v1,phs000209.v13
ncvf23s1615,MESA_Exam5Main,WITH SLOW VENTRICULAR RATE,STRING,,,,phv00176396.v1,phs000209.v13
ncvf23s161c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176397.v1,phs000209.v13
ncvf23s165,MESA_Exam5Main,WITH WIDE QRS COMPLEX,STRING,,,,phv00176394.v1,phs000209.v13
ncvf23s16c5,MESA_Exam5Main,COUNT OF COMPLEXES,NUMERIC,,,,phv00176395.v1,phs000209.v13
ncvp105,MESA_Exam5Main,NOVACODE PREVALENT CODE 10: VISUAL,STRING,,,,phv00176415.v1,phs000209.v13
ncvp25,MESA_Exam5Main,NOVACODE PREVALENT CODE 2: VISUAL,STRING,,,,phv00176409.v1,phs000209.v13
ncvp35,MESA_Exam5Main,NOVACODE PREVALENT CODE 3: VISUAL,STRING,,,,phv00176410.v1,phs000209.v13
ncvp45,MESA_Exam5Main,NOVACODE PREVALENT CODE 4: VISUAL,STRING,,,,phv00176411.v1,phs000209.v13
ncvp55,MESA_Exam5Main,NOVACODE PREVALENT CODE 5: VISUAL,STRING,,,,phv00176412.v1,phs000209.v13
ncvp65,MESA_Exam5Main,NOVACODE PREVALENT CODE 6: VISUAL,STRING,,,,phv00176413.v1,phs000209.v13
ncvp75,MESA_Exam5Main,NOVACODE PREVALENT CODE 7: VISUAL,STRING,,,,phv00176414.v1,phs000209.v13
ncvp85,MESA_Exam5Main,NOVACODE PREVALENT CODE 8: VISUAL,STRING,,,,phv00176407.v1,phs000209.v13
ncvp95,MESA_Exam5Main,NOVACODE PREVALENT CODE 9: VISUAL,STRING,,,,phv00176408.v1,phs000209.v13
ndgalng5,MESA_Exam5Main,PEOPLE IN THIS NEIGHBORHOOD DON'T GET ALONG,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176611.v1,phs000209.v13
ndri5c,MESA_Exam5Main,NOREPINEPHRINE-DOPAMINE REUPTAKE INHIBITOR,NUMERIC,,"={0, 0: NO}...",1,phv00191697.v2,phs000209.v13
neasyw5,MESA_Exam5Main,NEIGHBORHOOD IS EASY TO WALK PLACES,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176624.v1,phs000209.v13
nexer5,MESA_Exam5Main,OFTEN SEE OTHER PEOPLE EXERCISE IN NEIGHBORHOOD,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176626.v1,phs000209.v13
nfast5,MESA_Exam5Main,THERE ARE MANY OPPORTUNITIES TO PURCHASE FAST FOODS IN NEIGHBORHOOD,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176620.v1,phs000209.v13
nfruit5,MESA_Exam5Main,LARGE SELECTION OF FRESH FRUITS/VEGETABLES IS AVAILABLE IN NEIGHBORHOOD,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176617.v1,phs000209.v13
nhelp5,MESA_Exam5Main,PEOPLE IN THIS NEIGHBORHOOD ARE WILLING TO HELP THEIR NEIGHBORS,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176610.v1,phs000209.v13
nhhldc5,MESA_Exam5Main,# CHILDREN SUPPORTED BY FAMILY INCOME,NUMERIC,,,,phv00176882.v1,phs000209.v13
nhhlde5,MESA_Exam5Main,# ADULTS > 65 SUPPORTED BY FAMILY INCOME,NUMERIC,,,,phv00176883.v1,phs000209.v13
nhqveg5,MESA_Exam5Main,FRESH FRUITS AND VEGETABLES IN NEIGHBORHOOD ARE OF HIGH QUALITY,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176619.v1,phs000209.v13
niac5c,MESA_Exam5Main,NIACIN AND NICOTINIC ACID,NUMERIC,,0=NO|1=YES,2,phv00176798.v1,phs000209.v13
nifir5c,MESA_Exam5Main,IMMEDIATE-RELEASE NIFEDIPINE,NUMERIC,,0=NO|1=YES,2,phv00176799.v1,phs000209.v13
nifsr5c,MESA_Exam5Main,SLOW-RELEASE NIFEDIPINE,NUMERIC,,0=NO|1=YES,2,phv00176800.v1,phs000209.v13
nlosalt5,MESA_Exam5Main,FOOD STORES IN NEIGHBORHOOD SELL LOW-SALT PACKAGED FOODS,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176622.v1,phs000209.v13
nlowft5,MESA_Exam5Main,LARGE SELECTION OF LOW FAT FOODS IS AVAILABLE IN NEIGHBORHOOD,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176618.v1,phs000209.v13
nnhomes5,MESA_Exam5Main,NEIGHBORHOOD BUILDINGS AND HOMES ARE WELL MAINTAINED,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEUTRAL|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00176629.v1,phs000209.v13
